,id,action,symbol,type,buy_point,stop_loss,take_profit,risk,quantity,date,time,gap,cost,leverage_cost,high,low,pl,bp_support_gap,cs_volume,metadata,cs_gap,,,,,
274,2234,BUY,AXP,HUMMER,61.1,60.94,61.26,195.54,312,20/10/2016,09:56:00,14.34667,19063.2,4765.8,-,61.08,P,3.95,496583,"{""closest_support"": 57.15, ""next_closest_support"": 58.7, ""price_change"": {""3-bars"": 0.06, ""5-bars"": -0.03, ""7-bars"": -0.226}, ""pre_candles_volumes"": {""0-bars"": 106185, ""1-bars"": 70311, ""3-bars"": 60154, ""2-bars"": 130954}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.24,,,,,
275,2236,BUY,AXP,OKAR/B,61.53,61.22,61.84,195.54,161,20/10/2016,10:04:00,14.34667,9906.33,2476.583,-,61.14,L,4.38,496583,"{""closest_support"": 57.15, ""next_closest_support"": 58.7, ""price_change"": {""3-bars"": -0.075, ""5-bars"": -0.202, ""7-bars"": -0.602}, ""pre_candles_volumes"": {""0-bars"": 114453, ""1-bars"": 161237, ""3-bars"": 188569, ""2-bars"": 119439}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.24,,,,,
276,2238,BUY,AXP,OKAR/B,61.4,61.25,61.55,195.54,333,20/10/2016,10:29:00,14.34667,20446.2,5111.55,-,61.16,L,4.25,496583,"{""closest_support"": 57.15, ""next_closest_support"": 58.7, ""price_change"": {""3-bars"": 0.022, ""5-bars"": 0.067, ""7-bars"": 0.022}, ""pre_candles_volumes"": {""0-bars"": 42391, ""1-bars"": 69486, ""3-bars"": 28955, ""2-bars"": 34668}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.24,,,,,
277,2239,BUY,AXP,OKAR/B,61.51,61.3,61.72,195.54,238,20/10/2016,11:16:00,14.34667,14639.38,3659.845,-,61.35,P,4.36,496583,"{""closest_support"": 57.15, ""next_closest_support"": 58.7, ""price_change"": {""3-bars"": -0.015, ""5-bars"": 0.134, ""7-bars"": 0.067}, ""pre_candles_volumes"": {""0-bars"": 46599, ""1-bars"": 40531, ""3-bars"": 43010, ""2-bars"": 20876}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.24,,,,,
278,2243,BUY,AXP,OKAR/B,62.24,62.18,62.3,195.54,833,20/10/2016,12:59:00,14.34667,51845.92,12961.48,-,62.23,P,5.09,496583,"{""closest_support"": 57.15, ""next_closest_support"": 58.7, ""price_change"": {""3-bars"": -0.004, ""5-bars"": 0.099, ""7-bars"": 0.01}, ""pre_candles_volumes"": {""0-bars"": 7902, ""1-bars"": 19790, ""3-bars"": 34661, ""2-bars"": 23253}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.24,,,,,
279,2246,BUY,MSFT,OKAR/B,54.77,54.7,54.84,195.7,714,21/10/2016,10:40:00,26.5922,39105.78,9776.445,-,54.72,P,2.24,3696694,"{""closest_support"": 52.53, ""next_closest_support"": 53.68, ""price_change"": {""3-bars"": 0.033, ""5-bars"": -0.084, ""7-bars"": -0.176}, ""pre_candles_volumes"": {""0-bars"": 207772, ""1-bars"": 174818, ""3-bars"": 227687, ""2-bars"": 218268}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.09,,,,,
280,2247,BUY,MSFT,OKAR/B,55.02,54.96,55.08,195.7,833,21/10/2016,11:54:00,26.5922,45831.66,11457.915,-,54.97,P,2.49,3696694,"{""closest_support"": 52.53, ""next_closest_support"": 53.68, ""price_change"": {""3-bars"": 0.008, ""5-bars"": 0.025, ""7-bars"": 0.042}, ""pre_candles_volumes"": {""0-bars"": 247317, ""1-bars"": 107961, ""3-bars"": 90920, ""2-bars"": 159348}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.09,,,,,
281,2254,BUY,BMY,OKAR/B,43.34,43.13,43.55,196.29,238,27/10/2016,09:46:00,48.53788,10314.92,2578.73,-,43.11,L,5.76,636997,"{""closest_support"": 49.1, ""next_closest_support"": 53.56, ""price_change"": {""3-bars"": 0.177, ""5-bars"": 0.658, ""7-bars"": -0.135}, ""pre_candles_volumes"": {""0-bars"": 103137, ""1-bars"": 122947, ""3-bars"": 82776, ""2-bars"": 115548}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.97,,,,,
282,2256,BUY,BMY,HUMMER,43.48,43.28,43.68,196.29,250,27/10/2016,10:35:00,56.19318,10870,2717.5,-,43.43,P,5.62,636997,"{""closest_support"": 49.1, ""next_closest_support"": 53.56, ""price_change"": {""3-bars"": 0.165, ""5-bars"": -0.389, ""7-bars"": -0.762}, ""pre_candles_volumes"": {""0-bars"": 148211, ""1-bars"": 104000, ""3-bars"": 169743, ""2-bars"": 219902}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.97,,,,,
283,2257,BUY,BMY,OKAR/B,44.56,44.46,44.66,196.29,500,27/10/2016,13:08:00,56.19318,22280,5570,-,44.41,L,4.54,636997,"{""closest_support"": 49.1, ""next_closest_support"": 53.56, ""price_change"": {""3-bars"": 0.0, ""5-bars"": 0.0, ""7-bars"": 0.038}, ""pre_candles_volumes"": {""0-bars"": 27301, ""1-bars"": 56327, ""3-bars"": 34486, ""2-bars"": 34716}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.97,,,,,
284,2258,BUY,BMY,OKAR/B,44.16,44.06,44.26,196.29,500,27/10/2016,13:43:00,56.19318,22080,5520,-,44.02,L,4.94,636997,"{""closest_support"": 49.1, ""next_closest_support"": 53.56, ""price_change"": {""3-bars"": 0.124, ""5-bars"": 0.067, ""7-bars"": 0.143}, ""pre_candles_volumes"": {""0-bars"": 46272, ""1-bars"": 45146, ""3-bars"": 31102, ""2-bars"": 64499}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.97,,,,,
285,2260,SELL,ABBV,SHOOTING-STAR,44.44,44.57,44.31,195.32,385,28/10/2016,09:58:00,0.11475,17109.4,4277.35,44.56,-,P,44.44,480377,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.243, ""5-bars"": 0.774, ""7-bars"": 1.312}, ""pre_candles_volumes"": {""0-bars"": 50757, ""1-bars"": 175509, ""3-bars"": 93391, ""2-bars"": 69563}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.36,,,,,
286,2261,SELL,AMGN,OKAR/S,123.93,124.44,123.42,195.32,98,28/10/2016,09:58:00,0.80265,12145.14,3036.285,124.03,-,P,123.93,222459,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": -0.116, ""5-bars"": 0.068, ""7-bars"": 0.335}, ""pre_candles_volumes"": {""0-bars"": 84396, ""1-bars"": 36555, ""3-bars"": 25896, ""2-bars"": 29757}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.56,,,,,
287,2262,SELL,AMGN,SHOOTING-STAR,123.05,123.45,122.65,195.32,125,28/10/2016,10:26:00,0.80265,15381.25,3845.313,123.56,-,L,123.05,222459,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.31, ""5-bars"": 0.055, ""7-bars"": -0.048}, ""pre_candles_volumes"": {""0-bars"": 30740, ""1-bars"": 31910, ""3-bars"": 19449, ""2-bars"": 52059}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.56,,,,,
288,2263,SELL,AMGN,SHOOTING-STAR,123.45,123.74,123.16,195.32,172,28/10/2016,10:41:00,0.80265,21233.4,5308.35,123.58,-,P,123.45,222459,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.275, ""5-bars"": 0.051, ""7-bars"": 0.275}, ""pre_candles_volumes"": {""0-bars"": 29862, ""1-bars"": 25413, ""3-bars"": 40264, ""2-bars"": 24433}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.56,,,,,
289,2264,SELL,AMGN,SHOOTING-STAR,123.29,123.44,123.14,195.32,333,28/10/2016,10:51:00,0.80265,41055.57,10263.893,123.32,-,P,123.29,222459,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.1, ""5-bars"": 0.303, ""7-bars"": 0.358}, ""pre_candles_volumes"": {""0-bars"": 29080, ""1-bars"": 21900, ""3-bars"": 23418, ""2-bars"": 18683}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.56,,,,,
290,2267,SELL,ABBV,SHOOTING-STAR,44.8,44.92,44.68,195.32,417,28/10/2016,11:35:00,6.25246,18681.6,4670.4,44.81,-,P,44.8,480377,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.188, ""5-bars"": 0.507, ""7-bars"": 0.666}, ""pre_candles_volumes"": {""0-bars"": 60131, ""1-bars"": 113774, ""3-bars"": 27289, ""2-bars"": 61017}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.36,,,,,
291,2269,SELL,AMGN,OKAR/S,121.81,122.03,121.59,195.32,227,28/10/2016,12:11:00,0.80265,27650.87,6912.718,121.97,-,P,121.81,222459,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.061, ""5-bars"": 0.393, ""7-bars"": 0.871}, ""pre_candles_volumes"": {""0-bars"": 22245, ""1-bars"": 55298, ""3-bars"": 24742, ""2-bars"": 63121}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.56,,,,,
292,2270,SELL,ABBV,SHOOTING-STAR,44.88,44.95,44.81,195.32,714,28/10/2016,12:26:00,6.25246,32044.32,8011.08,44.99,-,L,44.88,480377,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.052, ""5-bars"": 0.174, ""7-bars"": 0.191}, ""pre_candles_volumes"": {""0-bars"": 34533, ""1-bars"": 32567, ""3-bars"": 19017, ""2-bars"": 29058}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.36,,,,,
293,2271,SELL,ABBV,SHOOTING-STAR,45.46,45.54,45.38,195.32,625,28/10/2016,12:56:00,21.59344,28412.5,7103.125,45.52,-,P,45.46,480377,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.21, ""5-bars"": 0.483, ""7-bars"": 0.526}, ""pre_candles_volumes"": {""0-bars"": 47295, ""1-bars"": 51655, ""3-bars"": 36162, ""2-bars"": 79635}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.36,,,,,
294,2272,SELL,AMGN,OKAR/S,121.37,121.55,121.19,195.32,278,28/10/2016,12:59:00,0.80265,33740.86,8435.215,121.45,-,P,121.37,222459,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.035, ""5-bars"": 0.042, ""7-bars"": 0.258}, ""pre_candles_volumes"": {""0-bars"": 20817, ""1-bars"": 13065, ""3-bars"": 9500, ""2-bars"": 21172}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.56,,,,,
295,2273,SELL,AMGN,SHOOTING-STAR,121.3,121.6,121,195.32,167,28/10/2016,13:09:00,0.80265,20257.1,5064.275,121.33,-,P,121.3,222459,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.091, ""5-bars"": 0.147, ""7-bars"": 0.119}, ""pre_candles_volumes"": {""0-bars"": 27817, ""1-bars"": 19247, ""3-bars"": 27864, ""2-bars"": 22682}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.56,,,,,
296,2274,SELL,AMGN,OKAR/S,121.01,121.19,120.83,195.32,278,28/10/2016,13:16:00,0.80265,33640.78,8410.195,121.36,-,L,121.01,222459,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.063, ""5-bars"": 0.056, ""7-bars"": -0.244}, ""pre_candles_volumes"": {""0-bars"": 49572, ""1-bars"": 23696, ""3-bars"": 44294, ""2-bars"": 52663}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.56,,,,,
297,2275,SELL,ABBV,SHOOTING-STAR,45.01,45.11,44.91,195.32,500,28/10/2016,13:48:00,21.59344,22505,5626.25,45.02,-,P,45.01,480377,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.121, ""5-bars"": 0.121, ""7-bars"": 0.174}, ""pre_candles_volumes"": {""0-bars"": 20948, ""1-bars"": 24761, ""3-bars"": 18295, ""2-bars"": 20566}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.36,,,,,
298,2277,SELL,AMGN,OKAR/S,121.85,122.14,121.56,195.32,172,28/10/2016,14:04:00,0.80265,20958.2,5239.55,122.42,-,L,121.85,222459,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": -0.074, ""5-bars"": 0.044, ""7-bars"": -0.302}, ""pre_candles_volumes"": {""0-bars"": 18406, ""1-bars"": 28777, ""3-bars"": 24861, ""2-bars"": 19287}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.56,,,,,
299,2278,SELL,ABBV,SHOOTING-STAR,44.81,44.96,44.66,195.32,333,28/10/2016,14:12:00,21.59344,14921.73,3730.433,44.98,-,L,44.81,480377,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.028, ""5-bars"": 0.002, ""7-bars"": 0.01}, ""pre_candles_volumes"": {""0-bars"": 40409, ""1-bars"": 40341, ""3-bars"": 28095, ""2-bars"": 24696}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.36,,,,,
300,2280,SELL,ABBV,SHOOTING-STAR,44.83,44.89,44.77,195.32,833,28/10/2016,14:34:00,21.59344,37343.39,9335.848,44.84,-,P,44.83,480377,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.148, ""5-bars"": 0.131, ""7-bars"": 0.026}, ""pre_candles_volumes"": {""0-bars"": 58288, ""1-bars"": 14929, ""3-bars"": 17880, ""2-bars"": 16335}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.36,,,,,
301,2294,SELL,BHC,OKAR/S,22.14,22.35,21.93,196.95,238,02/11/2016,10:10:00,54.54545,5269.32,1317.33,22.33,-,P,0.38,744029,"{""closest_support"": 22.52, ""next_closest_support"": 18.55, ""price_change"": {""3-bars"": 0.453, ""5-bars"": 0.544, ""7-bars"": 0.544}, ""pre_candles_volumes"": {""0-bars"": 175264, ""1-bars"": 170896, ""3-bars"": 257307, ""2-bars"": 257403}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.52,,,,,
302,2295,SELL,BHC,SHOOTING-STAR,22.14,22.37,21.91,196.95,217,02/11/2016,10:13:00,54.54545,4804.38,1201.095,22.33,-,P,0.38,744029,"{""closest_support"": 22.52, ""next_closest_support"": 18.55, ""price_change"": {""3-bars"": 0.271, ""5-bars"": 0.18, ""7-bars"": 0.634}, ""pre_candles_volumes"": {""0-bars"": 194879, ""1-bars"": 47383, ""3-bars"": 211344, ""2-bars"": 175264}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.52,,,,,
303,2296,SELL,BHC,SHOOTING-STAR,22.12,22.26,21.98,196.95,357,02/11/2016,10:26:00,54.54545,7896.84,1974.21,22.22,-,P,0.4,744029,"{""closest_support"": 22.52, ""next_closest_support"": 18.55, ""price_change"": {""3-bars"": 0.186, ""5-bars"": 0.458, ""7-bars"": 0.413}, ""pre_candles_volumes"": {""0-bars"": 372332, ""1-bars"": 81348, ""3-bars"": 108773, ""2-bars"": 85563}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.52,,,,,
304,2299,SELL,BHC,OKAR/S,21.77,21.97,21.57,196.95,250,02/11/2016,11:30:00,54.54545,5442.5,1360.625,22,-,L,0.75,744029,"{""closest_support"": 22.52, ""next_closest_support"": 18.55, ""price_change"": {""3-bars"": 0.368, ""5-bars"": 0.972, ""7-bars"": 1.253}, ""pre_candles_volumes"": {""0-bars"": 146041, ""1-bars"": 124543, ""3-bars"": 169516, ""2-bars"": 149782}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.52,,,,,
305,2301,SELL,BHC,SHOOTING-STAR,22.06,22.18,21.94,196.95,417,02/11/2016,11:50:00,54.54545,9199.02,2299.755,22.17,-,P,0.46,744029,"{""closest_support"": 22.52, ""next_closest_support"": 18.55, ""price_change"": {""3-bars"": 0.387, ""5-bars"": 0.914, ""7-bars"": 1.425}, ""pre_candles_volumes"": {""0-bars"": 135338, ""1-bars"": 214957, ""3-bars"": 92721, ""2-bars"": 240062}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.52,,,,,
306,2304,SELL,BHC,OKAR/S,21.54,21.62,21.46,196.95,625,02/11/2016,12:49:00,54.54545,13462.5,3365.625,21.96,-,L,0.98,744029,"{""closest_support"": 22.52, ""next_closest_support"": 18.55, ""price_change"": {""3-bars"": 0.023, ""5-bars"": 0.419, ""7-bars"": 0.181}, ""pre_candles_volumes"": {""0-bars"": 37630, ""1-bars"": 31092, ""3-bars"": 23837, ""2-bars"": 63048}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.52,,,,,
307,2305,SELL,BHC,SHOOTING-STAR,21.84,22.04,21.64,196.95,250,02/11/2016,13:02:00,54.54545,5460,1365,21.92,-,P,0.68,744029,"{""closest_support"": 22.52, ""next_closest_support"": 18.55, ""price_change"": {""3-bars"": 1.767, ""5-bars"": 1.701, ""7-bars"": 1.578}, ""pre_candles_volumes"": {""0-bars"": 157519, ""1-bars"": 372949, ""3-bars"": 31295, ""2-bars"": 32005}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.52,,,,,
308,2306,SELL,BHC,OKAR/S,21.68,21.73,21.63,196.95,1000,02/11/2016,13:12:00,54.54545,21680,5420,21.69,-,P,0.84,744029,"{""closest_support"": 22.52, ""next_closest_support"": 18.55, ""price_change"": {""3-bars"": 0.139, ""5-bars"": 0.37, ""7-bars"": -0.184}, ""pre_candles_volumes"": {""0-bars"": 19482, ""1-bars"": 43054, ""3-bars"": 32293, ""2-bars"": 40541}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.52,,,,,
309,2307,SELL,BHC,SHOOTING-STAR,21.24,21.3,21.18,196.95,833,02/11/2016,13:55:00,54.54545,17692.92,4423.23,21.28,-,P,1.28,744029,"{""closest_support"": 22.52, ""next_closest_support"": 18.55, ""price_change"": {""3-bars"": 0.189, ""5-bars"": 0.331, ""7-bars"": 0.606}, ""pre_candles_volumes"": {""0-bars"": 66084, ""1-bars"": 50916, ""3-bars"": 17986, ""2-bars"": 32927}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.52,,,,,
310,2308,SELL,FSLR,SHOOTING-STAR,34.59,34.85,34.33,198.39,192,03/11/2016,09:57:00,4.90196,6641.28,1660.32,34.77,-,P,4.72,101052,"{""closest_support"": 39.31, ""next_closest_support"": 36.83, ""price_change"": {""3-bars"": 0.963, ""5-bars"": 0.029, ""7-bars"": 0.406}, ""pre_candles_volumes"": {""0-bars"": 80008, ""1-bars"": 69226, ""3-bars"": 98724, ""2-bars"": 135447}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.03,,,,,
311,2309,SELL,FSLR,SHOOTING-STAR,33.63,33.77,33.49,198.39,357,03/11/2016,11:11:00,4.90196,12005.91,3001.478,33.7,-,P,5.68,101052,"{""closest_support"": 39.31, ""next_closest_support"": 36.83, ""price_change"": {""3-bars"": 0.454, ""5-bars"": 0.469, ""7-bars"": 0.544}, ""pre_candles_volumes"": {""0-bars"": 44574, ""1-bars"": 31195, ""3-bars"": 29420, ""2-bars"": 38263}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.03,,,,,
312,2336,BUY,MOMO,OKAR/B,19.19,19.02,19.36,199.12,294,08/11/2016,11:50:00,292.76296,5641.86,1410.465,-,18.96,L,3.36,351840,"{""closest_support"": 22.55, ""next_closest_support"": 25.62, ""price_change"": {""3-bars"": 0.168, ""5-bars"": 0.752, ""7-bars"": 0.365}, ""pre_candles_volumes"": {""0-bars"": 14133, ""1-bars"": 27143, ""3-bars"": 8076, ""2-bars"": 19364}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.92,,,,,
313,2339,BUY,MOMO,OKAR/B,18.87,18.67,19.07,199.12,250,08/11/2016,12:31:00,318.1037,4717.5,1179.375,-,18.72,P,3.68,351840,"{""closest_support"": 22.55, ""next_closest_support"": 25.62, ""price_change"": {""3-bars"": -0.15, ""5-bars"": -0.15, ""7-bars"": -0.15}, ""pre_candles_volumes"": {""0-bars"": 14700, ""1-bars"": 25362, ""3-bars"": 2600, ""2-bars"": 17651}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.92,,,,,
314,2344,BUY,MOMO,HUMMER,19.06,18.95,19.17,199.12,455,08/11/2016,13:09:00,318.1037,8672.3,2168.075,-,18.94,L,3.49,351840,"{""closest_support"": 22.55, ""next_closest_support"": 25.62, ""price_change"": {""3-bars"": 0.253, ""5-bars"": 0.673, ""7-bars"": 1.254}, ""pre_candles_volumes"": {""0-bars"": 17462, ""1-bars"": 12872, ""3-bars"": 300, ""2-bars"": 8205}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.92,,,,,
315,2348,BUY,MOMO,OKAR/B,18.73,18.59,18.87,199.12,357,08/11/2016,14:11:00,318.1037,6686.61,1671.653,-,18.65,P,3.82,351840,"{""closest_support"": 22.55, ""next_closest_support"": 25.62, ""price_change"": {""3-bars"": -0.216, ""5-bars"": 0.043, ""7-bars"": -0.021}, ""pre_candles_volumes"": {""0-bars"": 23044, ""1-bars"": 9425, ""3-bars"": 13374, ""2-bars"": 35459}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.92,,,,,
316,2359,BUY,GOLD,OKAR/B,16.62,16.39,16.85,198.95,217,09/11/2016,09:40:00,50.2243,3606.54,901.635,-,16.38,L,0.05,1551489,"{""closest_support"": 16.67, ""next_closest_support"": 17.94, ""price_change"": {""3-bars"": -0.224, ""5-bars"": 0.25, ""7-bars"": 0.278}, ""pre_candles_volumes"": {""0-bars"": 427240, ""1-bars"": 106725, ""3-bars"": 187145, ""2-bars"": 188368}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.28,,,,,
317,2363,BUY,CAT,OKAR/B,79.91,79.33,80.49,198.95,86,09/11/2016,09:54:00,3.6509,6872.26,1718.065,-,79.23,L,4.18,237195,"{""closest_support"": 75.73, ""next_closest_support"": 78.7, ""price_change"": {""3-bars"": -0.11, ""5-bars"": -0.186, ""7-bars"": -0.285}, ""pre_candles_volumes"": {""0-bars"": 109304, ""1-bars"": 147766, ""3-bars"": 72924, ""2-bars"": 92927}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.65,,,,,
318,2365,BUY,CAT,OKAR/B,79.31,79.03,79.59,198.95,179,09/11/2016,10:05:00,3.6509,14196.49,3549.123,-,78.98,L,3.58,237195,"{""closest_support"": 75.73, ""next_closest_support"": 78.7, ""price_change"": {""3-bars"": 0.149, ""5-bars"": 0.388, ""7-bars"": 0.804}, ""pre_candles_volumes"": {""0-bars"": 76901, ""1-bars"": 58182, ""3-bars"": 64473, ""2-bars"": 83402}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.65,,,,,
319,2367,BUY,GOLD,HUMMER,16.41,16.35,16.47,198.95,833,09/11/2016,10:44:00,74.8972,13669.53,3417.383,-,16.35,L,0.26,1551489,"{""closest_support"": 16.67, ""next_closest_support"": 17.94, ""price_change"": {""3-bars"": 0.281, ""5-bars"": 0.226, ""7-bars"": 0.506}, ""pre_candles_volumes"": {""0-bars"": 81836, ""1-bars"": 73215, ""3-bars"": 90290, ""2-bars"": 93631}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.28,,,,,
320,2374,SELL,AMX,SHOOTING-STAR,10.93,10.95,10.91,198.95,2500,09/11/2016,12:00:00,11.76056,27325,6831.25,10.95,-,P,0.39,163600,"{""closest_support"": 11.32, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.246, ""5-bars"": 0.163, ""7-bars"": -0.569}, ""pre_candles_volumes"": {""0-bars"": 3808, ""1-bars"": 6900, ""3-bars"": 23115, ""2-bars"": 15860}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",5.9,,,,,
321,2375,BUY,GOLD,HUMMER,16.27,16.18,16.36,198.95,556,09/11/2016,12:07:00,78.79439,9046.12,2261.53,-,16.13,L,0.4,1551489,"{""closest_support"": 16.67, ""next_closest_support"": 17.94, ""price_change"": {""3-bars"": 0.454, ""5-bars"": 0.216, ""7-bars"": 0.171}, ""pre_candles_volumes"": {""0-bars"": 75257, ""1-bars"": 68598, ""3-bars"": 56941, ""2-bars"": 65596}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.28,,,,,
322,2380,BUY,GOLD,HUMMER,15.9,15.81,15.99,198.95,556,09/11/2016,12:43:00,104.75701,8840.4,2210.1,-,15.78,L,0.77,1551489,"{""closest_support"": 16.67, ""next_closest_support"": 17.94, ""price_change"": {""3-bars"": 0.345, ""5-bars"": 0.46, ""7-bars"": 0.287}, ""pre_candles_volumes"": {""0-bars"": 60793, ""1-bars"": 50623, ""3-bars"": 73051, ""2-bars"": 104798}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.28,,,,,
323,2383,BUY,ENDP,HUMMER,16.09,16.02,16.16,198.95,714,09/11/2016,13:04:00,4.21053,11488.26,2872.065,-,15.97,L,16.09,140547,"{""closest_support"": 0.0, ""next_closest_support"": 0.0, ""price_change"": {""3-bars"": 0.248, ""5-bars"": -0.062, ""7-bars"": -0.187}, ""pre_candles_volumes"": {""0-bars"": 9622, ""1-bars"": 9385, ""3-bars"": 15015, ""2-bars"": 7454}, ""touchdown_takeprofit"": {""0.02-touchdown"": 1, ""0.03-touchdown"": 1}}",6.14,,,,,
